id,name,type,status,layer,module,feature,description,file_path,related_files,parent_id,child_ids,depends_on,used_by,ui_related,api_related,database_related,tests_related,docs_related,agent_related,risk_level,completion_percent,last_verified_at,verification_status,notes,tags
SERVICE-DELIVERY-ROUTER,Delivery Router,service,verified,backend,integrations,delivery,Routes generated replies to app and Telegram transport boundaries,backend/app/integrations/delivery_router.py,,FEAT-APP-CHAT,,SERVICE-RUNTIME-ORCHESTRATOR,API-APP-CHAT-MESSAGE,,API-APP-CHAT-MESSAGE,,TEST-DELIVERY-ROUTER,DOC-PIPELINE-APP-CHAT,,medium,90,2026-05-14,verified,Chat and Telegram delivery boundaries are covered in tests.,"#aviary #delivery #integration"
FEAT-MEMORY-FLOW,Memory Flow,feature,verified,cross_layer,memory,memory_flow,Completed event memory write retrieval context influence and later memory continuity,docs/architecture/04_memory_system.md,"backend/app/memory/repository.py|backend/app/memory/models.py|backend/tests/test_memory_repository.py",,SERVICE-MEMORY-REPOSITORY|MODEL-AION-MEMORY|TEST-MEMORY-REPOSITORY,DOC-RUNTIME-FLOW,FEAT-APP-CHAT|FEAT-LEARNED-STATE,,API-APP-CHAT-MESSAGE,MODEL-AION-MEMORY,TEST-MEMORY-REPOSITORY,DOC-MEMORY-SYSTEM,,high,95,2026-05-14,verified,Backed by AVIARY-MEMORY-001 module confidence row.,"#aviary #feature #memory"
FEAT-TELEGRAM,Telegram Linking And Delivery,feature,verified,cross_layer,integrations,telegram,Telegram link and transport delivery path through app tools and event ingress,docs/pipelines/index.md,"backend/app/integrations/telegram/client.py|backend/app/integrations/delivery_router.py|backend/app/api/routes.py",,SERVICE-DELIVERY-ROUTER|API-TOOLS-OVERVIEW,SERVICE-DELIVERY-ROUTER|FEAT-APP-CHAT,FEAT-TOOLS,PAGE-TOOLS,API-TOOLS-OVERVIEW,MODEL-AION-PROFILE,TEST-API-ROUTES|TEST-DELIVERY-ROUTER,DOC-TOOLS-PIPELINE,,medium,85,2026-05-24,verified,Local Telegram link start confirm and delivery transport behavior are verified through focused API and delivery router tests; live operator credentials remain deployment-specific.,"#aviary #feature #telegram #verified"
TEST-CHAT-TRANSCRIPT,Chat Transcript Characterization,test,verified,test,web,app_chat,Web characterization proof for chat transcript source markers and transcript behavior,web/scripts/chat-transcript-characterization.mjs,,FEAT-APP-CHAT,,UI-CHAT-COMPOSER|COMP-WEB-APP,FEAT-APP-CHAT,UI-CHAT-COMPOSER,,,TEST-CHAT-TRANSCRIPT,DOC-PIPELINE-APP-CHAT,,medium,100,2026-05-24,verified,Latest PRJ-1265 run passed npm run test:chat-transcript.,"#aviary #test #chat"
TEST-WEB-ROUTE-SMOKE,Web Route Smoke,test,verified,test,web,web_shell,Route-state smoke harness for public and authenticated web routes,web/scripts/route-smoke.mjs,web/src/route-manifest.json,COMP-WEB-APP,,COMP-WEB-APP,FEAT-WEB-SHELL,COMP-WEB-APP,,,TEST-WEB-ROUTE-SMOKE,DOC-FRONTEND-ROUTE-MAP,,medium,95,2026-05-24,verified,Latest PRJ-1293 run passed npm run smoke:routes route_count=14 status=ok.,"#aviary #test #routes"
TEST-API-ROUTES,Backend API Routes Tests,test,verified,test,backend,api_contracts,Main backend route contract suite,backend/tests/test_api_routes.py,,DOC-API-REFERENCE,,API-APP-CHAT-MESSAGE|API-APP-ME|API-TOOLS-OVERVIEW,FEAT-APP-CHAT|FEAT-PROFILE-SETTINGS|FEAT-TOOLS,UI-CHAT-COMPOSER,API-APP-CHAT-MESSAGE|API-APP-ME|API-TOOLS-OVERVIEW,MODEL-AION-MEMORY|MODEL-AION-PROFILE,TEST-API-ROUTES,DOC-API-REFERENCE,,high,90,2026-05-14,verified,Full backend baseline has current historical evidence; rerun for backend changes.,"#aviary #test #api"
TEST-RUNTIME-PIPELINE,Runtime Pipeline Tests,test,verified,test,backend,foreground_runtime,End-to-end runtime composition tests with fakes,backend/tests/test_runtime_pipeline.py,,FEAT-FOREGROUND-RUNTIME,,SERVICE-RUNTIME-ORCHESTRATOR|SERVICE-MEMORY-REPOSITORY,FEAT-FOREGROUND-RUNTIME,,API-APP-CHAT-MESSAGE,MODEL-AION-MEMORY,TEST-RUNTIME-PIPELINE,DOC-RUNTIME-FLOW,,high,95,2026-05-14,verified,Runtime pipeline is high-confidence in module ledger.,"#aviary #test #runtime"
TEST-MEMORY-REPOSITORY,Memory Repository Tests,test,verified,test,backend,memory_flow,Memory repository retrieval persistence and embedding behavior tests,backend/tests/test_memory_repository.py,,FEAT-MEMORY-FLOW,,SERVICE-MEMORY-REPOSITORY|MODEL-AION-MEMORY,FEAT-MEMORY-FLOW,,API-APP-CHAT-MESSAGE,MODEL-AION-MEMORY,TEST-MEMORY-REPOSITORY,DOC-MEMORY-SYSTEM,,high,95,2026-05-14,verified,Memory repository tests back memory confidence row.,"#aviary #test #memory"
TEST-SCHEMA-BASELINE,Schema Baseline Tests,test,verified,test,backend,data_model,Database schema baseline tests,backend/tests/test_schema_baseline.py,,FEAT-DATA-MODEL,,MODEL-AION-MEMORY|MODEL-AION-PROFILE,FEAT-DATA-MODEL,,,MODEL-AION-MEMORY|MODEL-AION-PROFILE,TEST-SCHEMA-BASELINE,DOC-DATA-REFERENCE,,high,90,2026-05-14,verified,Schema proof must run after migrations/model changes.,"#aviary #test #schema"
TEST-DELIVERY-ROUTER,Delivery Router Tests,test,verified,test,backend,delivery,Delivery routing and transport boundary tests,backend/tests/test_delivery_router.py,,SERVICE-DELIVERY-ROUTER,,SERVICE-DELIVERY-ROUTER,FEAT-APP-CHAT|FEAT-TELEGRAM,,,MODEL-AION-MEMORY,TEST-DELIVERY-ROUTER,DOC-PIPELINE-APP-CHAT,,medium,90,2026-05-14,verified,Transport boundaries are covered locally.,"#aviary #test #delivery"
DOC-PIPELINE-APP-CHAT,App Chat Pipeline Doc,documentation,verified,docs,chat,app_chat,Dedicated app chat pipeline map,docs/pipelines/app-chat.md,,FEAT-APP-CHAT,,FEAT-APP-CHAT,UI-CHAT-COMPOSER|API-APP-CHAT-MESSAGE|SERVICE-RUNTIME-ORCHESTRATOR,UI-CHAT-COMPOSER,API-APP-CHAT-MESSAGE,MODEL-AION-MEMORY,TEST-CHAT-TRANSCRIPT|TEST-RUNTIME-PIPELINE,DOC-PIPELINE-APP-CHAT,,medium,90,2026-05-24,verified,Direct documentation evidence refreshed in PRJ-1293; existing pipeline doc is linked into graph seed.,"#aviary #docs #pipeline #chat"
DOC-RUNTIME-FLOW,Runtime Flow Doc,documentation,verified,docs,runtime,foreground_runtime,Canonical AION runtime order and stage flow,docs/architecture/15_runtime_flow.md,docs/architecture/16_agent_contracts.md,FEAT-FOREGROUND-RUNTIME,,SERVICE-RUNTIME-ORCHESTRATOR,FEAT-FOREGROUND-RUNTIME,,API-EVENT-INGRESS,,TEST-RUNTIME-PIPELINE,DOC-RUNTIME-FLOW,AGENT-PERCEPTION|AGENT-CONTEXT|AGENT-PLANNING,high,95,2026-05-14,verified,Architecture source of truth for pipeline order.,"#aviary #docs #architecture #runtime"
DOC-MEMORY-SYSTEM,Memory System Doc,documentation,verified,docs,memory,memory_flow,Canonical memory architecture and persistence posture,docs/architecture/04_memory_system.md,docs/data/index.md,FEAT-MEMORY-FLOW,,SERVICE-MEMORY-REPOSITORY|MODEL-AION-MEMORY,FEAT-MEMORY-FLOW,,API-APP-CHAT-MESSAGE,MODEL-AION-MEMORY,TEST-MEMORY-REPOSITORY,DOC-MEMORY-SYSTEM,,high,90,2026-05-14,verified,Memory architecture source of truth.,"#aviary #docs #memory"
DOC-API-REFERENCE,API Reference,documentation,verified,docs,api,api_contracts,Endpoint purpose auth posture schemas side effects frontend callers tests and pipelines,docs/api/index.md,docs/api/openapi.json,,API-APP-CHAT-MESSAGE|API-APP-ME|API-TOOLS-OVERVIEW,API-APP-CHAT-MESSAGE|API-APP-ME|API-TOOLS-OVERVIEW,FEAT-APP-CHAT|FEAT-PROFILE-SETTINGS|FEAT-TOOLS,,API-APP-CHAT-MESSAGE|API-APP-ME|API-TOOLS-OVERVIEW,,TEST-API-ROUTES,DOC-API-REFERENCE,,medium,90,2026-05-11,verified,Existing API reference becomes graph-linked docs evidence.,"#aviary #docs #api"
DOC-DATA-REFERENCE,Data Model Reference,documentation,verified,docs,data,data_model,ORM tables migrations repository capability groups feature usage and data-change checklist,docs/data/index.md,"docs/data/columns.md|docs/data/erd.mmd",FEAT-DATA-MODEL,,MODEL-AION-MEMORY|MODEL-AION-PROFILE,FEAT-DATA-MODEL,,,MODEL-AION-MEMORY|MODEL-AION-PROFILE,TEST-SCHEMA-BASELINE,DOC-DATA-REFERENCE,,medium,90,2026-05-11,verified,Data model map is existing source for DB nodes.,"#aviary #docs #data"
DOC-FRONTEND-ROUTE-MAP,Frontend Route And Component Map,documentation,verified,docs,frontend,web_shell,Web shell route state API helper and gap map,docs/frontend/route-component-map.md,,COMP-WEB-APP,,COMP-WEB-APP,FEAT-WEB-SHELL,COMP-WEB-APP,,,TEST-WEB-ROUTE-SMOKE,DOC-FRONTEND-ROUTE-MAP,,medium,85,2026-05-11,verified,Frontend map is still coarse but graph-linked.,"#aviary #docs #frontend"
FEAT-FOREGROUND-RUNTIME,Foreground Runtime,feature,verified,cross_layer,runtime,foreground_runtime,Canonical event to response pipeline through AION runtime stages,docs/pipelines/foreground-runtime.md,"backend/app/core/runtime.py|backend/app/core/runtime_graph.py|backend/app/core/contracts.py",,SERVICE-RUNTIME-ORCHESTRATOR|EVENT-APP-CHAT-TURN|AGENT-PERCEPTION|AGENT-CONTEXT|AGENT-PLANNING,SERVICE-RUNTIME-ORCHESTRATOR,FEAT-APP-CHAT|FEAT-EVENT-INGRESS,,API-EVENT-INGRESS,MODEL-AION-MEMORY,TEST-RUNTIME-PIPELINE,DOC-RUNTIME-FLOW,AGENT-PERCEPTION|AGENT-CONTEXT|AGENT-PLANNING,high,95,2026-05-14,verified,Core AION pipeline.,"#aviary #feature #runtime"
EVENT-APP-CHAT-TURN,App Chat Turn,event,verified,runtime,chat,app_chat,Normalized chat event consumed by runtime pipeline,backend/app/core/events.py,"backend/app/api/routes.py|backend/app/core/runtime.py",FEAT-APP-CHAT,,API-APP-CHAT-MESSAGE|SERVICE-RUNTIME-ORCHESTRATOR,SERVICE-RUNTIME-ORCHESTRATOR,UI-CHAT-COMPOSER,API-APP-CHAT-MESSAGE,MODEL-AION-MEMORY,TEST-RUNTIME-PIPELINE,DOC-PIPELINE-APP-CHAT,AGENT-PERCEPTION,high,90,2026-05-14,verified,Event participates in app chat and general event ingress chains.,"#aviary #event #chat"
API-EVENT-INGRESS,POST /event,api_route,verified,api,backend,event_ingress,General event ingress API route,backend/app/api/routes.py,backend/app/core/events.py,FEAT-EVENT-INGRESS,,SERVICE-RUNTIME-ORCHESTRATOR,SERVICE-RUNTIME-ORCHESTRATOR,,API-EVENT-INGRESS,MODEL-AION-MEMORY,TEST-API-ROUTES|TEST-RUNTIME-PIPELINE,DOC-API-REFERENCE|DOC-RUNTIME-FLOW,,high,90,2026-05-14,verified,General external event entrypoint.,"#aviary #api #event"
FEAT-EVENT-INGRESS,General Event Ingress,feature,verified,cross_layer,runtime,event_ingress,External event path into runtime pipeline,docs/pipelines/index.md,backend/app/api/routes.py,,API-EVENT-INGRESS|SERVICE-RUNTIME-ORCHESTRATOR,API-EVENT-INGRESS,FEAT-FOREGROUND-RUNTIME,,API-EVENT-INGRESS,MODEL-AION-MEMORY,TEST-API-ROUTES|TEST-RUNTIME-PIPELINE,DOC-API-REFERENCE|DOC-RUNTIME-FLOW,,high,90,2026-05-14,verified,Part of selected core runtime evidence.,"#aviary #feature #event"
FEAT-PROFILE-SETTINGS,Profile Settings,feature,verified,cross_layer,profile,profile_settings,Current user profile settings read and update flow,docs/pipelines/index.md,"web/src/App.tsx|web/src/lib/api.ts|backend/app/api/routes.py|backend/app/memory/models.py",,API-APP-ME|MODEL-AION-PROFILE,API-APP-ME|COMP-WEB-APP,COMP-WEB-APP,PAGE-SETTINGS,API-APP-ME,MODEL-AION-PROFILE,TEST-API-ROUTES|TEST-PREFERENCES,DOC-API-REFERENCE|DOC-DATA-REFERENCE,,medium,90,2026-05-14,verified,Profile settings are linked to web Settings and runtime preferences.,"#aviary #feature #profile"
API-APP-ME,GET/PATCH /app/me,api_route,verified,api,backend,profile_settings,Current app user and settings endpoints,backend/app/api/routes.py,web/src/lib/api.ts,FEAT-PROFILE-SETTINGS,,MODEL-AION-PROFILE,COMP-WEB-APP,,API-APP-ME,MODEL-AION-PROFILE,TEST-API-ROUTES|TEST-PREFERENCES,DOC-API-REFERENCE,,medium,90,2026-05-14,verified,Combines current user and settings profile operations for initial graph.,"#aviary #api #profile"
TEST-PREFERENCES,Preferences Tests,test,verified,test,backend,profile_settings,Preference parsing and persistence posture tests,backend/tests/test_preferences.py,,FEAT-PROFILE-SETTINGS,,API-APP-ME|MODEL-AION-PROFILE,FEAT-PROFILE-SETTINGS,,API-APP-ME,MODEL-AION-PROFILE,TEST-PREFERENCES,DOC-DATA-REFERENCE,,medium,90,2026-05-14,verified,Preference tests are owned in test ledger.,"#aviary #test #profile"
FEAT-TOOLS,Tools Overview And Preferences,feature,verified,cross_layer,tools,tools,Tool readiness preferences and Telegram link controls,docs/pipelines/tools.md,"web/src/App.tsx|web/src/lib/api.ts|backend/app/api/routes.py|backend/app/core/capability_catalog.py",,API-TOOLS-OVERVIEW|PAGE-TOOLS,API-TOOLS-OVERVIEW,COMP-WEB-APP,PAGE-TOOLS,API-TOOLS-OVERVIEW,MODEL-AION-PROFILE,TEST-API-ROUTES|TEST-CONNECTOR-POLICY,DOC-TOOLS-PIPELINE,,medium,85,2026-05-14,verified,Provider activation remains deferred but tools overview is verified locally.,"#aviary #feature #tools"
API-TOOLS-OVERVIEW,GET/PATCH /app/tools,api_route,verified,api,backend,tools,Tools overview and preferences API surface,backend/app/api/routes.py,"backend/app/core/capability_catalog.py|backend/app/core/connector_policy.py|web/src/lib/api.ts",FEAT-TOOLS,,MODEL-AION-PROFILE,PAGE-TOOLS,PAGE-TOOLS,API-TOOLS-OVERVIEW,MODEL-AION-PROFILE,TEST-API-ROUTES|TEST-CONNECTOR-POLICY,DOC-API-REFERENCE|DOC-TOOLS-PIPELINE,,medium,85,2026-05-14,verified,Initial graph groups overview and preferences together.,"#aviary #api #tools"
PAGE-TOOLS,Tools Route,page,verified,frontend,web,tools,Authenticated Tools route capability directory and preferences UI,web/src/App.tsx,"web/src/components/tools.tsx|web/src/lib/api.ts",FEAT-TOOLS,,COMP-WEB-APP|API-TOOLS-OVERVIEW,FEAT-TOOLS,PAGE-TOOLS,API-TOOLS-OVERVIEW,MODEL-AION-PROFILE,TEST-WEB-ROUTE-SMOKE,DOC-FRONTEND-ROUTE-MAP|DOC-TOOLS-PIPELINE,,medium,85,2026-05-24,verified,Route is included in route smoke and recent UI simplification passes.,"#aviary #page #tools"
TEST-CONNECTOR-POLICY,Connector Policy Tests,test,verified,test,backend,tools,Connector operation and permission policy tests,backend/tests/test_connector_policy.py,,FEAT-TOOLS,,API-TOOLS-OVERVIEW,FEAT-TOOLS,,API-TOOLS-OVERVIEW,MODEL-AION-PROFILE,TEST-CONNECTOR-POLICY,DOC-TOOLS-PIPELINE,,medium,85,2026-05-14,verified,Provider policies covered locally; live credentials remain scope-dependent.,"#aviary #test #connectors"
DOC-TOOLS-PIPELINE,Tools Pipeline Doc,documentation,verified,docs,tools,tools,Dedicated app tools connector readiness preference Telegram link and permission-gate map,docs/pipelines/tools.md,,FEAT-TOOLS,,FEAT-TOOLS,PAGE-TOOLS|API-TOOLS-OVERVIEW,PAGE-TOOLS,API-TOOLS-OVERVIEW,MODEL-AION-PROFILE,TEST-CONNECTOR-POLICY,DOC-TOOLS-PIPELINE,,medium,85,2026-05-11,verified,Tools pipeline doc is graph-linked.,"#aviary #docs #tools"
PAGE-DASHBOARD,Dashboard Route,page,verified,frontend,web,dashboard,Authenticated Dashboard flagship route,web/src/App.tsx,"web/src/components/dashboard.tsx|web/src/index.css",COMP-WEB-APP,,COMP-WEB-APP|API-APP-ME,FEAT-WEB-SHELL,PAGE-DASHBOARD,API-APP-ME,,TEST-WEB-ROUTE-SMOKE,DOC-FRONTEND-ROUTE-MAP,,medium,85,2026-05-24,verified,PRJ-1263 provides latest route-focused proof.,"#aviary #page #dashboard #ui"
PAGE-PERSONALITY,Personality Route,page,verified,frontend,web,personality,Authenticated Personality and learned-state route,web/src/App.tsx,"web/src/components/personality.tsx|backend/app/api/routes.py",COMP-WEB-APP,,COMP-WEB-APP|API-PERSONALITY-OVERVIEW,FEAT-LEARNED-STATE,PAGE-PERSONALITY,API-PERSONALITY-OVERVIEW,MODEL-AION-MEMORY|MODEL-AION-PROFILE,TEST-WEB-ROUTE-SMOKE|TEST-API-ROUTES,DOC-FRONTEND-ROUTE-MAP,,medium,85,2026-05-24,verified,PRJ-1262 and PRJ-1261 provide recent UI proof.,"#aviary #page #personality"
FEAT-LEARNED-STATE,Personality Learned State Overview,feature,verified,cross_layer,personality,learned_state,Backend-backed overview of learned state recent activity and personality signals,docs/pipelines/index.md,"web/src/App.tsx|backend/app/api/routes.py|backend/app/core/learned_state_policy.py",,PAGE-PERSONALITY|API-PERSONALITY-OVERVIEW,API-PERSONALITY-OVERVIEW,PAGE-PERSONALITY,PAGE-PERSONALITY,API-PERSONALITY-OVERVIEW,MODEL-AION-MEMORY|MODEL-AION-PROFILE,TEST-API-ROUTES|TEST-MEMORY-REPOSITORY,DOC-MEMORY-SYSTEM,,medium,90,2026-05-14,verified,Personality overview is part of traceability matrix.,"#aviary #feature #personality #memory"
API-PERSONALITY-OVERVIEW,GET /app/personality/overview,api_route,verified,api,backend,learned_state,Learned-state and personality overview API,backend/app/api/routes.py,backend/app/core/learned_state_policy.py,FEAT-LEARNED-STATE,,MODEL-AION-MEMORY|MODEL-AION-PROFILE,PAGE-PERSONALITY,PAGE-PERSONALITY,API-PERSONALITY-OVERVIEW,MODEL-AION-MEMORY|MODEL-AION-PROFILE,TEST-API-ROUTES|TEST-MEMORY-REPOSITORY,DOC-API-REFERENCE|DOC-MEMORY-SYSTEM,,medium,90,2026-05-14,verified,Includes recent activity projection.,"#aviary #api #personality"
PAGE-SETTINGS,Settings Route,page,verified,frontend,web,profile_settings,Authenticated Settings route for user and runtime preferences,web/src/App.tsx,"web/src/components/settings.tsx|web/src/lib/api.ts",COMP-WEB-APP,,COMP-WEB-APP|API-APP-ME,FEAT-PROFILE-SETTINGS,PAGE-SETTINGS,API-APP-ME,MODEL-AION-PROFILE,TEST-WEB-ROUTE-SMOKE|TEST-PREFERENCES,DOC-FRONTEND-ROUTE-MAP,,medium,85,2026-05-24,verified,Included in route smoke and simplification passes.,"#aviary #page #settings"
FEAT-WEB-SHELL,Web Shell Routes,feature,verified,frontend,web,web_shell,Public and authenticated route shell rendering and navigation,docs/frontend/route-component-map.md,"web/src/App.tsx|web/src/routes.ts|web/src/route-manifest.json|web/scripts/route-smoke.mjs",,COMP-WEB-APP|TEST-WEB-ROUTE-SMOKE,COMP-WEB-APP,COMP-WEB-APP,COMP-WEB-APP,,,TEST-WEB-ROUTE-SMOKE,DOC-FRONTEND-ROUTE-MAP,,medium,95,2026-05-24,verified,Route count 14 proof from smoke harness.,"#aviary #feature #web"
FEAT-DATA-MODEL,Data Model,feature,verified,database,data,data_model,ORM models migrations and generated ERD/columns reference,docs/data/index.md,"backend/app/memory/models.py|backend/migrations/versions",,MODEL-AION-MEMORY|MODEL-AION-PROFILE,MODEL-AION-MEMORY|MODEL-AION-PROFILE,FEAT-APP-CHAT|FEAT-PROFILE-SETTINGS|FEAT-LEARNED-STATE,,API-APP-CHAT-MESSAGE|API-APP-ME,MODEL-AION-MEMORY|MODEL-AION-PROFILE,TEST-SCHEMA-BASELINE,DOC-DATA-REFERENCE,,high,90,2026-05-11,verified,Initial graph seeds only core models; full model coverage remains next graph expansion.,"#aviary #feature #data"
AGENT-PERCEPTION,Perception Agent,agent,verified,backend,agents,foreground_runtime,Runtime stage agent for perception assessment,backend/app/agents/perception.py,"backend/app/perception/assessor.py|backend/app/core/perception_policy.py",FEAT-FOREGROUND-RUNTIME,,SERVICE-RUNTIME-ORCHESTRATOR,FEAT-FOREGROUND-RUNTIME,,API-EVENT-INGRESS,MODEL-AION-MEMORY,TEST-RUNTIME-PIPELINE,DOC-RUNTIME-FLOW,AGENT-PERCEPTION,medium,85,2026-05-14,verified,Agent contract covered as part of runtime flow.,"#aviary #agent #perception"
