"id","type","name","path","description","status","owner","dependencies","related_entities","evidence","updated_at"
"agent:qa-test:f3e389da26","agent","qa-test",".agents/prompts/qa-test.md","Agent instruction or state document.","implemented","Engineering Delivery Lead","","module:agents:7f96ca12bf",".agents/prompts/qa-test.md","2026-05-10T23:08:34.038Z"
"agent:security-auditor:e535709dc4","agent","security-auditor",".agents/prompts/security-auditor.md","Agent instruction or state document.","implemented","Engineering Delivery Lead","","module:agents:7f96ca12bf",".agents/prompts/security-auditor.md","2026-04-28T17:44:33.636Z"
"agent:agent-reports:7b58cb7ffc","agent","Agent Reports",".agents/reports/README.md","Agent instruction or state document.","implemented","Engineering Delivery Lead","","module:agents:7f96ca12bf|test:readme-md:e37a64e24a",".agents/reports/README.md","2026-05-08T18:16:59.072Z"
"agent:procedure:7a91dd9a5d","agent","Procedure",".agents/skills/_templates/SKILL.template.md","Agent instruction or state document.","implemented","Engineering Delivery Lead","","module:agents:7f96ca12bf",".agents/skills/_templates/SKILL.template.md","2026-04-16T00:46:06.404Z"
"agent:adopt-template-into-existing-project:ed4a9068a1","agent","Adopt Template Into Existing Project",".agents/skills/adopt_template_into_existing_project/SKILL.md","Agent instruction or state document.","implemented","Engineering Delivery Lead","","module:agents:7f96ca12bf",".agents/skills/adopt_template_into_existing_project/SKILL.md","2026-05-03T13:09:24.603Z"
"agent:skills-index:3d9b4af22e","agent","Skills Index",".agents/skills/README.md","Agent instruction or state document.","implemented","Engineering Delivery Lead","","module:agents:7f96ca12bf|test:readme-md:e37a64e24a",".agents/skills/README.md","2026-05-03T13:15:17.406Z"
"agent:active-mission-packet:d2ae4b39f6","agent","Active Mission Packet",".agents/state/active-mission.md","Agent instruction or state document.","implemented","Engineering Delivery Lead","","module:agents:7f96ca12bf",".agents/state/active-mission.md","2026-05-31T10:23:42.777Z"
"agent:agent-process-evals:963a69f8fc","agent","Agent Process Evals",".agents/state/agent-evals.md","Agent instruction or state document.","implemented","Engineering Delivery Lead","","module:agents:7f96ca12bf",".agents/state/agent-evals.md","2026-05-25T13:47:45.174Z"
"agent:current-focus:e2ee6cff2a","agent","Current Focus",".agents/state/current-focus.md","Agent instruction or state document.","implemented","Engineering Delivery Lead","","module:agents:7f96ca12bf",".agents/state/current-focus.md","2026-05-25T13:47:08.504Z"
"agent:decision-register:eaf999ed11","agent","Decision Register",".agents/state/decision-register.md","Agent instruction or state document.","implemented","Engineering Delivery Lead","","module:agents:7f96ca12bf",".agents/state/decision-register.md","2026-05-24T17:57:44.086Z"
"agent:delivery-map:e913cc5708","agent","Delivery Map",".agents/state/delivery-map.md","Agent instruction or state document.","implemented","Engineering Delivery Lead","","module:agents:7f96ca12bf",".agents/state/delivery-map.md","2026-05-25T13:45:15.177Z"
"agent:known-issues:b24c6362c3","agent","Known Issues",".agents/state/known-issues.md","Agent instruction or state document.","implemented","Engineering Delivery Lead","","module:agents:7f96ca12bf",".agents/state/known-issues.md","2026-05-23T01:40:14.482Z"
"agent:module-confidence-ledger:9587600f04","agent","Module Confidence Ledger",".agents/state/module-confidence-ledger.md","Agent instruction or state document.","implemented","Engineering Delivery Lead","","module:agents:7f96ca12bf",".agents/state/module-confidence-ledger.md","2026-05-31T00:57:40.458Z"
"agent:next-steps:e9aa482dc9","agent","Next Steps",".agents/state/next-steps.md","Agent instruction or state document.","implemented","Engineering Delivery Lead","","module:agents:7f96ca12bf",".agents/state/next-steps.md","2026-05-31T10:23:48.306Z"
"agent:quality-attribute-scenarios:98285d184a","agent","Quality Attribute Scenarios",".agents/state/quality-attribute-scenarios.md","Agent instruction or state document.","implemented","Engineering Delivery Lead","","module:agents:7f96ca12bf",".agents/state/quality-attribute-scenarios.md","2026-05-25T13:45:37.869Z"
"agent:regression-log:d9f4a60675","agent","Regression Log",".agents/state/regression-log.md","Agent instruction or state document.","implemented","Engineering Delivery Lead","","module:agents:7f96ca12bf",".agents/state/regression-log.md","2026-05-29T14:05:43.984Z"
"agent:requirements-verification-matrix:7d8e914ed9","agent","Requirements Verification Matrix",".agents/state/requirements-verification-matrix.md","Agent instruction or state document.","implemented","Engineering Delivery Lead","","module:agents:7f96ca12bf",".agents/state/requirements-verification-matrix.md","2026-05-29T14:05:17.936Z"
"agent:responsibility-learning:545fe4d29b","agent","Responsibility Learning",".agents/state/responsibility-learning.md","Agent instruction or state document.","implemented","Engineering Delivery Lead","","module:agents:7f96ca12bf",".agents/state/responsibility-learning.md","2026-05-31T03:05:56.529Z"
"agent:risk-register:6f6a0f07f2","agent","Risk Register",".agents/state/risk-register.md","Agent instruction or state document.","implemented","Engineering Delivery Lead","","module:agents:7f96ca12bf",".agents/state/risk-register.md","2026-05-29T14:05:35.984Z"
"agent:system-health:2beda4f7c4","agent","System Health",".agents/state/system-health.md","Agent instruction or state document.","implemented","Engineering Delivery Lead","","module:agents:7f96ca12bf",".agents/state/system-health.md","2026-05-30T02:54:50.959Z"
"agent:agent-tasks:272eab0fad","agent","Agent Tasks",".agents/tasks/README.md","Agent instruction or state document.","implemented","Engineering Delivery Lead","","module:agents:7f96ca12bf|test:readme-md:e37a64e24a",".agents/tasks/README.md","2026-05-08T18:16:59.181Z"
"agent:agent-hierarchy:1768c46e9b","agent","Agent Hierarchy",".agents/workflows/agent-hierarchy.md","Agent instruction or state document.","implemented","Engineering Delivery Lead","","module:agents:7f96ca12bf",".agents/workflows/agent-hierarchy.md","2026-05-23T01:40:14.486Z"
"agent:codex-power-use-workflow:84b7cf3380","agent","Codex Power Use Workflow",".agents/workflows/codex-power-use.md","Agent instruction or state document.","implemented","Engineering Delivery Lead","","module:agents:7f96ca12bf",".agents/workflows/codex-power-use.md","2026-05-23T01:40:14.486Z"
"agent:documentation-governance:4d93949b61","agent","Documentation Governance",".agents/workflows/documentation-governance.md","Agent instruction or state document.","implemented","Engineering Delivery Lead","","module:agents:7f96ca12bf",".agents/workflows/documentation-governance.md","2026-04-26T00:41:46.896Z"
"agent:general-workspace-rules:39cfbef7f4","agent","General Workspace Rules",".agents/workflows/general.md","Agent instruction or state document.","implemented","Engineering Delivery Lead","","module:agents:7f96ca12bf",".agents/workflows/general.md","2026-05-08T18:45:37.032Z"
"agent:responsibility-lanes:79f4cde938","agent","Responsibility Lanes",".agents/workflows/responsibility-lanes.md","Agent instruction or state document.","implemented","Engineering Delivery Lead","","module:agents:7f96ca12bf",".agents/workflows/responsibility-lanes.md","2026-05-23T01:40:14.486Z"
"agent:subagent-orchestration-workflow:aab6a5d7fc","agent","Subagent Orchestration Workflow",".agents/workflows/subagent-orchestration.md","Agent instruction or state document.","implemented","Engineering Delivery Lead","","module:agents:7f96ca12bf",".agents/workflows/subagent-orchestration.md","2026-05-23T01:40:14.486Z"
"agent:user-collaboration-workflow:ceab362327","agent","User Collaboration Workflow",".agents/workflows/user-collaboration.md","Agent instruction or state document.","implemented","Engineering Delivery Lead","","module:agents:7f96ca12bf",".agents/workflows/user-collaboration.md","2026-05-23T01:40:14.487Z"
"agent:world-class-delivery-workflow:a83ca94d5c","agent","World-Class Delivery Workflow",".agents/workflows/world-class-delivery.md","Agent instruction or state document.","implemented","Engineering Delivery Lead","","module:agents:7f96ca12bf",".agents/workflows/world-class-delivery.md","2026-04-30T01:44:42.128Z"
"agent:analyzer-agent:e02442b6e3","agent","Analyzer Agent","agents/analyzer.md","Agent instruction or state document.","implemented","Engineering Delivery Lead","","module:agents:d8c36c95e6","agents/analyzer.md","2026-05-03T17:21:38.392Z"
"agent:builder-agent:839b67e6f9","agent","Builder Agent","agents/builder.md","Agent instruction or state document.","implemented","Engineering Delivery Lead","","module:agents:d8c36c95e6","agents/builder.md","2026-05-03T17:21:38.394Z"
"agent:fixer-agent:6c9d66c99a","agent","Fixer Agent","agents/fixer.md","Agent instruction or state document.","implemented","Engineering Delivery Lead","","module:agents:d8c36c95e6","agents/fixer.md","2026-05-03T17:21:38.395Z"
"agent:planner-agent:47a2e58b14","agent","Planner Agent","agents/planner.md","Agent instruction or state document.","implemented","Engineering Delivery Lead","","module:agents:d8c36c95e6","agents/planner.md","2026-05-03T17:21:38.393Z"
"agent:agent-system:616992cfd0","agent","Agent System","agents/README.md","Agent instruction or state document.","implemented","Engineering Delivery Lead","","module:agents:d8c36c95e6","agents/README.md","2026-05-03T17:21:38.391Z"
"agent:tester-agent:f6ca6671d4","agent","Tester Agent","agents/tester.md","Agent instruction or state document.","implemented","Engineering Delivery Lead","","module:agents:d8c36c95e6","agents/tester.md","2026-05-03T17:21:38.394Z"
"api_endpoint:post-app-auth-login:76d98c26f6","api_endpoint","POST /app/auth/login","backend/app/api/routes.py#/app/auth/login","API endpoint inferred from route registration.","implemented","Engineering Delivery Lead","","route:routes-py:fb5a8eeee2|module:backend:973e92c5d8","backend/app/api/routes.py","2026-05-31T10:24:35.780Z"
"api_endpoint:post-app-auth-logout:9b4f32b9b4","api_endpoint","POST /app/auth/logout","backend/app/api/routes.py#/app/auth/logout","API endpoint inferred from route registration.","implemented","Engineering Delivery Lead","","route:routes-py:fb5a8eeee2|module:backend:973e92c5d8","backend/app/api/routes.py","2026-05-31T10:24:35.780Z"
"api_endpoint:post-app-auth-register:89c05aefab","api_endpoint","POST /app/auth/register","backend/app/api/routes.py#/app/auth/register","API endpoint inferred from route registration.","implemented","Engineering Delivery Lead","","route:routes-py:fb5a8eeee2|module:backend:973e92c5d8","backend/app/api/routes.py","2026-05-31T10:24:35.780Z"
"api_endpoint:get-app-chat-history:5ba4fde622","api_endpoint","GET /app/chat/history","backend/app/api/routes.py#/app/chat/history","API endpoint inferred from route registration.","implemented","Engineering Delivery Lead","","route:routes-py:fb5a8eeee2|module:backend:973e92c5d8","backend/app/api/routes.py","2026-05-31T10:24:35.780Z"
"api_endpoint:post-app-chat-message:cac044417c","api_endpoint","POST /app/chat/message","backend/app/api/routes.py#/app/chat/message","API endpoint inferred from route registration.","implemented","Engineering Delivery Lead","","route:routes-py:fb5a8eeee2|module:backend:973e92c5d8","backend/app/api/routes.py","2026-05-31T10:24:35.780Z"
"api_endpoint:post-app-connectors-confirm:329c7f6271","api_endpoint","POST /app/connectors/confirm","backend/app/api/routes.py#/app/connectors/confirm","API endpoint inferred from route registration.","implemented","Engineering Delivery Lead","","route:routes-py:fb5a8eeee2|module:backend:973e92c5d8","backend/app/api/routes.py","2026-05-31T10:24:35.780Z"
"api_endpoint:get-app-me:c08ef3da1c","api_endpoint","GET /app/me","backend/app/api/routes.py#/app/me","API endpoint inferred from route registration.","implemented","Engineering Delivery Lead","","route:routes-py:fb5a8eeee2|module:backend:973e92c5d8","backend/app/api/routes.py","2026-05-31T10:24:35.780Z"
"api_endpoint:post-app-me-reset-data:319d689ec9","api_endpoint","POST /app/me/reset-data","backend/app/api/routes.py#/app/me/reset-data","API endpoint inferred from route registration.","implemented","Engineering Delivery Lead","","route:routes-py:fb5a8eeee2|module:backend:973e92c5d8","backend/app/api/routes.py","2026-05-31T10:24:35.780Z"
"api_endpoint:patch-app-me-settings:1e8c081c3b","api_endpoint","PATCH /app/me/settings","backend/app/api/routes.py#/app/me/settings","API endpoint inferred from route registration.","implemented","Engineering Delivery Lead","","route:routes-py:fb5a8eeee2|module:backend:973e92c5d8","backend/app/api/routes.py","2026-05-31T10:24:35.780Z"
"api_endpoint:get-app-personality-overview:2b0311b220","api_endpoint","GET /app/personality/overview","backend/app/api/routes.py#/app/personality/overview","API endpoint inferred from route registration.","implemented","Engineering Delivery Lead","","route:routes-py:fb5a8eeee2|module:backend:973e92c5d8","backend/app/api/routes.py","2026-05-31T10:24:35.780Z"
"api_endpoint:get-app-tools-overview:add8084a44","api_endpoint","GET /app/tools/overview","backend/app/api/routes.py#/app/tools/overview","API endpoint inferred from route registration.","implemented","Engineering Delivery Lead","","route:routes-py:fb5a8eeee2|module:backend:973e92c5d8","backend/app/api/routes.py","2026-05-31T10:24:35.780Z"
"api_endpoint:patch-app-tools-preferences:ffaead5701","api_endpoint","PATCH /app/tools/preferences","backend/app/api/routes.py#/app/tools/preferences","API endpoint inferred from route registration.","implemented","Engineering Delivery Lead","","route:routes-py:fb5a8eeee2|module:backend:973e92c5d8","backend/app/api/routes.py","2026-05-31T10:24:35.780Z"
"api_endpoint:post-app-tools-telegram-link-start:ec9b2bbb0c","api_endpoint","POST /app/tools/telegram/link/start","backend/app/api/routes.py#/app/tools/telegram/link/start","API endpoint inferred from route registration.","implemented","Engineering Delivery Lead","","route:routes-py:fb5a8eeee2|module:backend:973e92c5d8","backend/app/api/routes.py","2026-05-31T10:24:35.780Z"
"api_endpoint:post-event:44dd349aad","api_endpoint","POST /event","backend/app/api/routes.py#/event","API endpoint inferred from route registration.","implemented","Engineering Delivery Lead","","route:routes-py:fb5a8eeee2|module:backend:973e92c5d8","backend/app/api/routes.py","2026-05-31T10:24:35.780Z"
"api_endpoint:post-event-debug:a97beb9531","api_endpoint","POST /event/debug","backend/app/api/routes.py#/event/debug","API endpoint inferred from route registration.","implemented","Engineering Delivery Lead","","route:routes-py:fb5a8eeee2|module:backend:973e92c5d8","backend/app/api/routes.py","2026-05-31T10:24:35.780Z"
"api_endpoint:get-health:fe2c24fae6","api_endpoint","GET /health","backend/app/api/routes.py#/health","API endpoint inferred from route registration.","implemented","Engineering Delivery Lead","","route:routes-py:fb5a8eeee2|module:backend:973e92c5d8","backend/app/api/routes.py","2026-05-31T10:24:35.780Z"
"api_endpoint:get-internal-state-inspect:ea238fb71e","api_endpoint","GET /internal/state/inspect","backend/app/api/routes.py#/internal/state/inspect","API endpoint inferred from route registration.","implemented","Engineering Delivery Lead","","route:routes-py:fb5a8eeee2|module:backend:973e92c5d8","backend/app/api/routes.py","2026-05-31T10:24:35.780Z"
"api_endpoint:post-telegram-set-webhook:9242a5d9b5","api_endpoint","POST /telegram/set-webhook","backend/app/api/routes.py#/telegram/set-webhook","API endpoint inferred from route registration.","implemented","Engineering Delivery Lead","","route:routes-py:fb5a8eeee2|module:backend:973e92c5d8","backend/app/api/routes.py","2026-05-31T10:24:35.780Z"
"api_endpoint:get:318477f446","api_endpoint","GET /","backend/app/main.py#/","API endpoint inferred from route registration.","implemented","Engineering Delivery Lead","","route:main-py:4c86dfbdd9|module:backend:973e92c5d8","backend/app/main.py","2026-05-31T10:24:35.780Z"
"api_endpoint:get-frontend-path-path:16d36cc7b0","api_endpoint","GET /{frontend_path:path}","backend/app/main.py#/{frontend_path:path}","API endpoint inferred from route registration.","implemented","Engineering Delivery Lead","","route:main-py:4c86dfbdd9|module:backend:973e92c5d8","backend/app/main.py","2026-05-31T10:24:35.780Z"
"component:chat-screen-tsx:06413cbbe6","component","chat-screen.tsx","mobile/src/ui/chat-screen.tsx","UI component or view artifact.","implemented","Engineering Delivery Lead","","module:src-ui:49bd8aa289|function:chatscreen:ad5d746e92","mobile/src/ui/chat-screen.tsx","2026-05-12T16:02:40.859Z"
"component:home-screen-tsx:2e71e62d43","component","home-screen.tsx","mobile/src/ui/home-screen.tsx","UI component or view artifact.","implemented","Engineering Delivery Lead","","module:src-ui:49bd8aa289|function:signalcard:c088c3594d|function:contractrow:c9a48fff17|function:homescreen:412bf02a74","mobile/src/ui/home-screen.tsx","2026-05-12T16:02:40.859Z"
"component:personality-screen-tsx:60aa8501a9","component","personality-screen.tsx","mobile/src/ui/personality-screen.tsx","UI component or view artifact.","implemented","Engineering Delivery Lead","","module:src-ui:49bd8aa289|function:personalityscreen:b7efed75fc","mobile/src/ui/personality-screen.tsx","2026-05-12T16:02:40.859Z"
"component:primitives-tsx:16ce408ea2","component","primitives.tsx","mobile/src/ui/primitives.tsx","UI component or view artifact.","implemented","Engineering Delivery Lead","","module:src-ui:49bd8aa289|function:screenscrollview:3df8310586|function:sectionlabel:20762aafbc|function:statuspill:3fb4e6fe98|function:messagebubble:8e04526464|function:metriccard:efb37c4aa4|function:inforow:116a302a96|function:segmentedcontrol:42114f3acc|function:actionbutton:0696f5f8f9|function:panel:828cbdef04|function:sectionheader:215607f45f|function:statenotice:d787700d6d|function:screenhero:226fecd09b|function:routerail:40d7341ee7","mobile/src/ui/primitives.tsx","2026-05-12T16:02:40.860Z"
"component:settings-screen-tsx:b54346d8bd","component","settings-screen.tsx","mobile/src/ui/settings-screen.tsx","UI component or view artifact.","implemented","Engineering Delivery Lead","","module:src-ui:49bd8aa289|function:settingsscreen:6c6a96fd97","mobile/src/ui/settings-screen.tsx","2026-05-12T16:02:40.860Z"
"component:tools-screen-tsx:d4b375a844","component","tools-screen.tsx","mobile/src/ui/tools-screen.tsx","UI component or view artifact.","implemented","Engineering Delivery Lead","","module:src-ui:49bd8aa289|function:toolsscreen:df0cf14ed8","mobile/src/ui/tools-screen.tsx","2026-05-12T16:02:40.862Z"
"component:app-tsx:e1ad36c1d8","component","App.tsx","web/src/App.tsx","UI component or view artifact.","implemented","Engineering Delivery Lead","feature:api-ts:554de61dae|feature:learned-state-formatting-ts:1a5abe8205|feature:metric-formatting-ts:84ed0e016d|model:chat-route-model-ts:f7450b9f9f|feature:chat-transcript-ts:b81b952311|feature:chat-markdown-tsx:9741c95cb4|feature:tool-formatting-ts:f9f5eeed4b|feature:settings-formatting-ts:9dd8f355c1|component:app-icons-tsx:b28492ce90|component:chat-tsx:ba4be48543|component:dashboard-tsx:45ecccc49f|component:personality-tsx:ef7fc01520|component:public-shell-tsx:b28a1de631|component:shared-tsx:39e30c1d04|component:settings-tsx:911e11947f|component:shell-tsx:ba3da21c21|component:tools-tsx:8693e1aad9|feature:routes-ts:fe7469c418","module:src:f8404d9c84|function:formatfilesize:1ed3fbcff0|function:isexternalintegrationitem:bda7081fe2|function:truncatetext:336476121b|function:routedescription:8de137e9cc|function:routelabel:56b44c56ff|function:routemobilelabel:6b592396d8|function:app:6e9742e352|function:onpopstate:2647426d6e|function:onkeydown:52e8a2de13|function:bootstrap:b5d1ad9d56|function:dashboardsystemharmonyvalue:e85bc3b8fc|function:changeroute:1fa5a08602|function:refreshme:b1aa048eac|function:openauthmodal:8c4b0fb34a|function:closeauthmodal:5c55455942|function:handleauthsubmit:bdc74fb4f3|function:handlelogout:6608e6a16f|function:handleresetdata:a86c6cbc5d|function:handlesavesettings:cbdfdcf5a0|function:handleattachchatfiles:25a9037874|function:handleremovechatattachment:2f2ad0daae|function:handlesendmessage:668b43d0eb|function:handleconfirmpendingconnectoraction:86165b38ab|function:handletooltoggle:96f9e3eca8|function:handlestarttelegramlink:f0452aa3f3|feature:api-ts:554de61dae|feature:learned-state-formatting-ts:1a5abe8205|feature:metric-formatting-ts:84ed0e016d|model:chat-route-model-ts:f7450b9f9f|feature:chat-transcript-ts:b81b952311|feature:chat-markdown-tsx:9741c95cb4|feature:tool-formatting-ts:f9f5eeed4b|feature:settings-formatting-ts:9dd8f355c1|component:app-icons-tsx:b28492ce90|component:chat-tsx:ba4be48543|component:dashboard-tsx:45ecccc49f|component:personality-tsx:ef7fc01520|component:public-shell-tsx:b28a1de631|component:shared-tsx:39e30c1d04|component:settings-tsx:911e11947f|component:shell-tsx:ba3da21c21|component:tools-tsx:8693e1aad9|feature:routes-ts:fe7469c418|feature:main-tsx:3dae74185e","web/src/App.tsx","2026-05-25T13:33:16.504Z"
"component:app-icons-tsx:b28492ce90","component","app-icons.tsx","web/src/components/app-icons.tsx","UI component or view artifact.","implemented","Engineering Delivery Lead","","module:src-components:bf5d0cd6db|function:chevrondownicon:f8d273942a|function:closeicon:c83a2913d7|function:plusicon:ebe7cc1078|function:microphoneicon:f901f53f58|function:sendarrowicon:259cfbd4ac|function:paperclipicon:a61c412d19|component:app-tsx:e1ad36c1d8","web/src/components/app-icons.tsx","2026-05-23T23:42:35.415Z"
"component:chat-tsx:ba4be48543","component","chat.tsx","web/src/components/chat.tsx","UI component or view artifact.","implemented","Engineering Delivery Lead","feature:api-ts:554de61dae|feature:chat-transcript-ts:b81b952311","module:src-components:bf5d0cd6db|function:formatconnectorprovider:1dd53c0c43|function:formatconnectoroperation:d1c9e92db4|function:chatflowstage:b0c87e2e36|function:chattopbar:71453d7d29|function:chattranscriptmessagerow:e92e0ea66d|function:chattranscriptshell:d27eb715d6|function:chattranscriptmessagelist:753b8279b0|function:chattranscriptemptystate:410ddd31c2|function:chatcognitivebelt:7c8847099e|function:chatportraitpanel:356ff792f0|function:chatcomposershell:678ff8675b|component:app-tsx:e1ad36c1d8|feature:api-ts:554de61dae|feature:chat-transcript-ts:b81b952311","web/src/components/chat.tsx","2026-05-25T04:54:55.308Z"
"component:dashboard-tsx:45ecccc49f","component","dashboard.tsx","web/src/components/dashboard.tsx","UI component or view artifact.","implemented","Engineering Delivery Lead","","module:src-components:bf5d0cd6db|function:dashboardsignalcard:3d7da79190|function:dashboardsignalcolumn:09e5210fb1|function:dashboardprogresslist:7d91921316|function:dashboardreflectionlist:884fb0b714|function:dashboardmemorybarchart:b0cd68540a|function:dashboardguidancelist:64989f6529|function:dashboardrecentactivitylist:8878cb7fe9|function:dashboardbalancegrid:9fcb6d184b|function:dashboardcognitiveflowtrack:47631cce13|function:dashboardfigurenotelist:351a6924cc|component:app-tsx:e1ad36c1d8","web/src/components/dashboard.tsx","2026-05-23T23:03:34.814Z"
"component:personality-tsx:ef7fc01520","component","personality.tsx","web/src/components/personality.tsx","UI component or view artifact.","implemented","Engineering Delivery Lead","","module:src-components:bf5d0cd6db|function:personalitytimelinerow:066698c8ba|function:personalitytimelinerowlist:2b84fa7e7c|function:personalitysignalrowlist:76d5fdc564|function:personalitypreviewcalloutlist:b1366a972c|function:personalityactivityrowlist:f64ce978d4|component:app-tsx:e1ad36c1d8","web/src/components/personality.tsx","2026-05-03T20:22:46.297Z"
"component:public-shell-tsx:b28a1de631","component","public-shell.tsx","web/src/components/public-shell.tsx","UI component or view artifact.","implemented","Engineering Delivery Lead","","module:src-components:bf5d0cd6db|function:publicnavlinklist:cee036368c|function:motiffigurepanel:787adcc689|function:publictrustpilllist:bdb1dd8abe|function:publicfeaturecardlist:5a43cd9433|function:publictrustband:49739a88a4|function:publicglyph:17437e28ee|component:app-tsx:e1ad36c1d8","web/src/components/public-shell.tsx","2026-05-23T01:40:14.534Z"
"component:settings-tsx:911e11947f","component","settings.tsx","web/src/components/settings.tsx","UI component or view artifact.","implemented","Engineering Delivery Lead","","module:src-components:bf5d0cd6db|function:settingscard:abd06e9e7b|function:settingsfact:5ac8ee9ad8|function:settingsstatuspilllist:c56542620e|function:settingsselectoptionlist:e74808a40f|function:settingsproactivepanel:82e41a8240|function:settingssavepanel:c866578f33|function:settingsdangerpanel:e64840555e|component:app-tsx:e1ad36c1d8","web/src/components/settings.tsx","2026-05-23T01:40:14.534Z"
"component:shared-tsx:39e30c1d04","component","shared.tsx","web/src/components/shared.tsx","UI component or view artifact.","implemented","Engineering Delivery Lead","","module:src-components:bf5d0cd6db|function:statepanel:938af765ac|function:moduleentrycard:6a1201fa74|function:flowrail:82120c0c39|function:moduleoverviewbar:ca2522dc45|function:modulestatrow:6eb7b6ba79|function:moduleactivitylist:a0af22ab05|function:moduletextcardlist:af523fb822|function:modulemetacardlist:9142cfab14|function:moduledotrowlist:c20a1b8ec5|function:modulevaluerowlist:65c4615142|function:moduleprogressvaluerowlist:ccfb0e68fc|function:routeheropanel:f4f9617c90|function:insightpanel:88de4e097c|function:routestatcard:2deeffd181|function:routestatcardlist:4217944be6|function:routenotecard:8b6874797c|function:routenotecardlist:8abfd66166|function:moduleroutesidepanel:0a4a8267e3|function:feedbackbanner:6c88dca7a5|component:app-tsx:e1ad36c1d8","web/src/components/shared.tsx","2026-05-03T19:11:05.144Z"
