id,source_id,relation_type,target_id,status,description,evidence,notes,tags
AUTO-REL-FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B-PARENT-OF-PYFUNC-BACKEND-APP-API-ROUT-5C65E9EC,FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B,parent_of,PYFUNC-BACKEND-APP-API-ROUTES-PY-TELEGRAM-FROM-REQUEST-02ED84C7,implemented,`backend/app/api/routes.py` contains function `_telegram_from_request`.,backend/app/api/routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B-PARENT-OF-PYFUNC-BACKEND-APP-API-ROUT-129ABFFB,FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B,parent_of,PYFUNC-BACKEND-APP-API-ROUTES-PY-SETTINGS-FROM-REQUEST-256249BB,implemented,`backend/app/api/routes.py` contains function `_settings_from_request`.,backend/app/api/routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B-PARENT-OF-PYFUNC-BACKEND-APP-API-ROUT-84601560,FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B,parent_of,PYFUNC-BACKEND-APP-API-ROUTES-PY-RECENT-ACTIVITY-SNAPSHOT-6D16E333,implemented,`backend/app/api/routes.py` contains function `_recent_activity_snapshot`.,backend/app/api/routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B-PARENT-OF-PYFUNC-BACKEND-APP-API-ROUT-633E7245,FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B,parent_of,PYFUNC-BACKEND-APP-API-ROUTES-PY-PENDING-PROPOSAL-SNAPSHOT-C6B622B8,implemented,`backend/app/api/routes.py` contains function `_pending_proposal_snapshot`.,backend/app/api/routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B-PARENT-OF-PYFUNC-BACKEND-APP-API-ROUT-0475C861,FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B,parent_of,PYFUNC-BACKEND-APP-API-ROUTES-PY-NORMALIZE-AUTH-EMAIL-7DA5E39B,implemented,`backend/app/api/routes.py` contains function `_normalize_auth_email`.,backend/app/api/routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B-PARENT-OF-PYFUNC-BACKEND-APP-API-ROUT-3340501D,FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B,parent_of,PYFUNC-BACKEND-APP-API-ROUTES-PY-HASH-PASSWORD-B9069856,implemented,`backend/app/api/routes.py` contains function `_hash_password`.,backend/app/api/routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B-PARENT-OF-PYFUNC-BACKEND-APP-API-ROUT-A7C9B24A,FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B,parent_of,PYFUNC-BACKEND-APP-API-ROUTES-PY-VERIFY-PASSWORD-6C208A3F,implemented,`backend/app/api/routes.py` contains function `_verify_password`.,backend/app/api/routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B-PARENT-OF-PYFUNC-BACKEND-APP-API-ROUT-686F9CEB,FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B,parent_of,PYFUNC-BACKEND-APP-API-ROUTES-PY-HASH-SESSION-TOKEN-11319C85,implemented,`backend/app/api/routes.py` contains function `_hash_session_token`.,backend/app/api/routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B-PARENT-OF-PYFUNC-BACKEND-APP-API-ROUT-26AE1728,FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B,parent_of,PYFUNC-BACKEND-APP-API-ROUTES-PY-NEW-AUTH-USER-ID-6ACC3EA1,implemented,`backend/app/api/routes.py` contains function `_new_auth_user_id`.,backend/app/api/routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B-PARENT-OF-PYFUNC-BACKEND-APP-API-ROUT-9C3713B6,FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B,parent_of,PYFUNC-BACKEND-APP-API-ROUTES-PY-NEW-AUTH-SESSION-ID-57277CE6,implemented,`backend/app/api/routes.py` contains function `_new_auth_session_id`.,backend/app/api/routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B-PARENT-OF-PYFUNC-BACKEND-APP-API-ROUT-D6EAAD6A,FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B,parent_of,PYFUNC-BACKEND-APP-API-ROUTES-PY-NEW-AUTH-SESSION-TOKEN-72D88FED,implemented,`backend/app/api/routes.py` contains function `_new_auth_session_token`.,backend/app/api/routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B-PARENT-OF-PYFUNC-BACKEND-APP-API-ROUT-70E5FCE1,FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B,parent_of,PYFUNC-BACKEND-APP-API-ROUTES-PY-NEW-TELEGRAM-LINK-CODE-24A0C012,implemented,`backend/app/api/routes.py` contains function `_new_telegram_link_code`.,backend/app/api/routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B-PARENT-OF-PYFUNC-BACKEND-APP-API-ROUT-601A85E7,FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B,parent_of,PYFUNC-BACKEND-APP-API-ROUTES-PY-AUTH-COOKIE-NAME-F0620D4B,implemented,`backend/app/api/routes.py` contains function `_auth_cookie_name`.,backend/app/api/routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B-PARENT-OF-PYFUNC-BACKEND-APP-API-ROUT-FAA1D414,FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B,parent_of,PYFUNC-BACKEND-APP-API-ROUTES-PY-AUTH-SESSION-TTL-HOURS-B67BA9D9,implemented,`backend/app/api/routes.py` contains function `_auth_session_ttl_hours`.,backend/app/api/routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B-PARENT-OF-PYFUNC-BACKEND-APP-API-ROUT-1B7391D4,FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B,parent_of,PYFUNC-BACKEND-APP-API-ROUTES-PY-SET-AUTH-COOKIE-A9D99047,implemented,`backend/app/api/routes.py` contains function `_set_auth_cookie`.,backend/app/api/routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B-PARENT-OF-PYFUNC-BACKEND-APP-API-ROUT-2C0ABA74,FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B,parent_of,PYFUNC-BACKEND-APP-API-ROUTES-PY-CLEAR-AUTH-COOKIE-439F5198,implemented,`backend/app/api/routes.py` contains function `_clear_auth_cookie`.,backend/app/api/routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B-PARENT-OF-PYFUNC-BACKEND-APP-API-ROUT-09998B16,FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B,parent_of,PYFUNC-BACKEND-APP-API-ROUTES-PY-APP-SETTINGS-PAYLOAD-965794E4,implemented,`backend/app/api/routes.py` contains function `_app_settings_payload`.,backend/app/api/routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B-PARENT-OF-PYFUNC-BACKEND-APP-API-ROUT-68FFB8E3,FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B,parent_of,PYFUNC-BACKEND-APP-API-ROUTES-PY-NORMALIZED-CONFIRMATION-VALUE-C9AB6041,implemented,`backend/app/api/routes.py` contains function `_normalized_confirmation_value`.,backend/app/api/routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B-PARENT-OF-PYFUNC-BACKEND-APP-API-ROUT-EDFF25B9,FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B,parent_of,PYFUNC-BACKEND-APP-API-ROUTES-PY-CONFIRMATION-PAYLOAD-MATCHES-SUBMISSI-5C07B1F6,implemented,`backend/app/api/routes.py` contains function `_confirmation_payload_matches_submission`.,backend/app/api/routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B-PARENT-OF-PYFUNC-BACKEND-APP-API-ROUT-4CE9FD9F,FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B,parent_of,PYFUNC-BACKEND-APP-API-ROUTES-PY-CONFIRMATION-REJECTION-97396B6A,implemented,`backend/app/api/routes.py` contains function `_confirmation_rejection`.,backend/app/api/routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B-PARENT-OF-PYFUNC-BACKEND-APP-API-ROUT-1BDAF8F2,FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B,parent_of,PYFUNC-BACKEND-APP-API-ROUTES-PY-REPLAY-SNAPSHOT-MATCHES-PENDING-82495171,implemented,`backend/app/api/routes.py` contains function `_replay_snapshot_matches_pending`.,backend/app/api/routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B-PARENT-OF-PYFUNC-BACKEND-APP-API-ROUT-B3748D73,FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B,parent_of,PYFUNC-BACKEND-APP-API-ROUTES-PY-BUILD-CONFIRMED-CONNECTOR-REPLAY-PLAN-88F0D442,implemented,`backend/app/api/routes.py` contains function `_build_confirmed_connector_replay_plan`.,backend/app/api/routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B-PARENT-OF-PYFUNC-BACKEND-APP-API-ROUT-09B571D1,FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B,parent_of,PYFUNC-BACKEND-APP-API-ROUTES-PY-EVENT-WITH-USER-UTC-OFFSET-3D8F07F7,implemented,`backend/app/api/routes.py` contains function `_event_with_user_utc_offset`.,backend/app/api/routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B-PARENT-OF-PYFUNC-BACKEND-APP-API-ROUT-E58BF59B,FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B,parent_of,PYFUNC-BACKEND-APP-API-ROUTES-PY-REQUIRE-APP-AUTH-44B5EA16,implemented,`backend/app/api/routes.py` contains function `_require_app_auth`.,backend/app/api/routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B-PARENT-OF-PYFUNC-BACKEND-APP-API-ROUT-185CF2C1,FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B,parent_of,PYFUNC-BACKEND-APP-API-ROUTES-PY-TELEGRAM-TELEMETRY-FROM-REQUEST-D8E4C15D,implemented,`backend/app/api/routes.py` contains function `_telegram_telemetry_from_request`.,backend/app/api/routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B-PARENT-OF-PYFUNC-BACKEND-APP-API-ROUT-84763A9C,FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B,parent_of,PYFUNC-BACKEND-APP-API-ROUTES-PY-MEMORY-REPOSITORY-FROM-REQUEST-228416C0,implemented,`backend/app/api/routes.py` contains function `_memory_repository_from_request`.,backend/app/api/routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B-PARENT-OF-PYFUNC-BACKEND-APP-API-ROUT-2FCF5670,FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B,parent_of,PYFUNC-BACKEND-APP-API-ROUTES-PY-RESOLVE-LINKED-TELEGRAM-USER-ID-0F909F8E,implemented,`backend/app/api/routes.py` contains function `_resolve_linked_telegram_user_id`.,backend/app/api/routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B-PARENT-OF-PYFUNC-BACKEND-APP-API-ROUT-7A7D4C54,FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B,parent_of,PYFUNC-BACKEND-APP-API-ROUTES-PY-REFLECTION-WORKER-FROM-REQUEST-D2E5B963,implemented,`backend/app/api/routes.py` contains function `_reflection_worker_from_request`.,backend/app/api/routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B-PARENT-OF-PYFUNC-BACKEND-APP-API-ROUT-3E6B046B,FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B,parent_of,PYFUNC-BACKEND-APP-API-ROUTES-PY-SCHEDULER-WORKER-FROM-REQUEST-8431682D,implemented,`backend/app/api/routes.py` contains function `_scheduler_worker_from_request`.,backend/app/api/routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B-PARENT-OF-PYFUNC-BACKEND-APP-API-ROUT-1C7C8D3D,FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B,parent_of,PYFUNC-BACKEND-APP-API-ROUTES-PY-ATTENTION-COORDINATOR-FROM-REQUEST-DF3EAF32,implemented,`backend/app/api/routes.py` contains function `_attention_coordinator_from_request`.,backend/app/api/routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B-PARENT-OF-PYFUNC-BACKEND-APP-API-ROUT-E84D6E81,FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B,parent_of,PYFUNC-BACKEND-APP-API-ROUTES-PY-ATTENTION-SNAPSHOT-FROM-REQUEST-69F0BA35,implemented,`backend/app/api/routes.py` contains function `_attention_snapshot_from_request`.,backend/app/api/routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B-PARENT-OF-PYFUNC-BACKEND-APP-API-ROUT-851F3B60,FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B,parent_of,PYFUNC-BACKEND-APP-API-ROUTES-PY-SCHEDULER-CADENCE-EVIDENCE-FROM-REQUE-4BDDC622,implemented,`backend/app/api/routes.py` contains function `_scheduler_cadence_evidence_from_request`.,backend/app/api/routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B-PARENT-OF-PYFUNC-BACKEND-APP-API-ROUT-6CD5B10A,FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B,parent_of,PYFUNC-BACKEND-APP-API-ROUTES-PY-MEMORY-RETRIEVAL-SNAPSHOT-FROM-SETTIN-80C670B8,implemented,`backend/app/api/routes.py` contains function `_memory_retrieval_snapshot_from_settings`.,backend/app/api/routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B-PARENT-OF-PYFUNC-BACKEND-APP-API-ROUT-0AA28F09,FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B,parent_of,PYFUNC-BACKEND-APP-API-ROUTES-PY-INCIDENT-EVIDENCE-FROM-REQUEST-FCA2E705,implemented,`backend/app/api/routes.py` contains function `_incident_evidence_from_request`.,backend/app/api/routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B-PARENT-OF-PYFUNC-BACKEND-APP-API-ROUT-091AC989,FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B,parent_of,PYFUNC-BACKEND-APP-API-ROUTES-PY-CONNECTORS-SNAPSHOT-FROM-SETTINGS-A1289F30,implemented,`backend/app/api/routes.py` contains function `_connectors_snapshot_from_settings`.,backend/app/api/routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B-PARENT-OF-PYFUNC-BACKEND-APP-API-ROUT-5E014924,FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B,parent_of,PYFUNC-BACKEND-APP-API-ROUTES-PY-DEBUG-QUERY-COMPAT-TELEMETRY-FROM-REQ-AB6E55B4,implemented,`backend/app/api/routes.py` contains function `_debug_query_compat_telemetry_from_request`.,backend/app/api/routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B-PARENT-OF-PYFUNC-BACKEND-APP-API-ROUT-245F6A93,FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B,parent_of,PYFUNC-BACKEND-APP-API-ROUTES-PY-ENFORCE-DEBUG-ACCESS-3A4608BA,implemented,`backend/app/api/routes.py` contains function `_enforce_debug_access`.,backend/app/api/routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B-PARENT-OF-PYFUNC-BACKEND-APP-API-ROUT-64A0800B,FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B,parent_of,PYFUNC-BACKEND-APP-API-ROUTES-PY-BUILD-LEARNED-STATE-SNAPSHOT-73CF9A24,implemented,`backend/app/api/routes.py` contains function `_build_learned_state_snapshot`.,backend/app/api/routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B-PARENT-OF-PYFUNC-BACKEND-APP-API-ROUT-710DE585,FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B,parent_of,PYFUNC-BACKEND-APP-API-ROUTES-PY-TRY-HANDLE-TELEGRAM-LINK-COMMAND-5114EAC8,implemented,`backend/app/api/routes.py` contains function `_try_handle_telegram_link_command`.,backend/app/api/routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B-PARENT-OF-PYFUNC-BACKEND-APP-API-ROUT-EBA4F621,FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B,parent_of,PYFUNC-BACKEND-APP-API-ROUTES-PY-HANDLE-EVENT-REQUEST-C6DAB9A7,implemented,`backend/app/api/routes.py` contains function `_handle_event_request`.,backend/app/api/routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B-PARENT-OF-PYFUNC-BACKEND-APP-API-ROUT-76DC0006,FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B,parent_of,PYFUNC-BACKEND-APP-API-ROUTES-PY-HANDLE-INTERNAL-DEBUG-INGRESS-AA85EB6E,implemented,`backend/app/api/routes.py` contains function `_handle_internal_debug_ingress`.,backend/app/api/routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B-PARENT-OF-PYFUNC-BACKEND-APP-API-ROUT-1A5A5318,FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B,parent_of,PYFUNC-BACKEND-APP-API-ROUTES-PY-MARK-QUERY-DEBUG-COMPAT-HEADERS-430EAF53,implemented,`backend/app/api/routes.py` contains function `_mark_query_debug_compat_headers`.,backend/app/api/routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B-PARENT-OF-PYFUNC-BACKEND-APP-API-ROUT-00DAA90C,FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B,parent_of,PYFUNC-BACKEND-APP-API-ROUTES-PY-IS-BREAK-GLASS-OVERRIDE-REQUEST-747A76BE,implemented,`backend/app/api/routes.py` contains function `_is_break_glass_override_request`.,backend/app/api/routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B-PARENT-OF-PYFUNC-BACKEND-APP-API-ROUT-A2E069EF,FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B,parent_of,PYFUNC-BACKEND-APP-API-ROUTES-PY-ENFORCE-SHARED-DEBUG-INGRESS-POLICY-B0A1D9D9,implemented,`backend/app/api/routes.py` contains function `_enforce_shared_debug_ingress_policy`.,backend/app/api/routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B-PARENT-OF-PYFUNC-BACKEND-APP-API-ROUT-40001688,FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B,parent_of,PYFUNC-BACKEND-APP-API-ROUTES-PY-MARK-SHARED-DEBUG-COMPAT-HEADERS-4A2DA701,implemented,`backend/app/api/routes.py` contains function `_mark_shared_debug_compat_headers`.,backend/app/api/routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B-PARENT-OF-PYFUNC-BACKEND-APP-API-ROUT-9C97E8E1,FILE-BACKEND-APP-API-ROUTES-PY-F2EAE12B,parent_of,PYFUNC-BACKEND-APP-API-ROUTES-PY-HEALTH-21CD7262,implemented,`backend/app/api/routes.py` contains function `health`.,backend/app/api/routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
