"id","type","risk_level","status","verification_status","gap_count","primary_gap","file_path"
"PYCLASS-BACKEND-APP-CORE-CONTRACTS-PY-CONTEXTOUTPUT-28E4882A","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/core/contracts.py"
"PYCLASS-BACKEND-APP-CORE-CONTRACTS-PY-EMBEDDINGRECORD-DB5CE31C","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/core/contracts.py"
"PYCLASS-BACKEND-APP-CORE-CONTRACTS-PY-EVENT-F47C3A06","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/core/contracts.py"
"PYCLASS-BACKEND-APP-CORE-CONTRACTS-PY-EVENTMETA-1132F847","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/core/contracts.py"
"PYCLASS-BACKEND-APP-CORE-CONTRACTS-PY-EXPRESSIONOUTPUT-769F2F4A","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/core/contracts.py"
"PYCLASS-BACKEND-APP-CORE-CONTRACTS-PY-EXTERNALTASKSYNCDOMAININTENT-765F0359","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/core/contracts.py"
"PYCLASS-BACKEND-APP-CORE-CONTRACTS-PY-GOALMILESTONEHISTORYRECORDOUTPUT-72D51381","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/core/contracts.py"
"PYCLASS-BACKEND-APP-CORE-CONTRACTS-PY-GOALMILESTONERECORDOUTPUT-62506D4F","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/core/contracts.py"
"PYCLASS-BACKEND-APP-CORE-CONTRACTS-PY-GOALPROGRESSRECORDOUTPUT-536B3337","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/core/contracts.py"
"PYCLASS-BACKEND-APP-CORE-CONTRACTS-PY-GOALRECORDOUTPUT-94F42C18","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/core/contracts.py"
"PYCLASS-BACKEND-APP-CORE-CONTRACTS-PY-IDENTITYOUTPUT-B06E2A2A","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/core/contracts.py"
"PYCLASS-BACKEND-APP-CORE-CONTRACTS-PY-KNOWLEDGESEARCHDOMAININTENT-684A3A8E","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/core/contracts.py"
"PYCLASS-BACKEND-APP-CORE-CONTRACTS-PY-MAINTAINRELATIONDOMAININTENT-183783D8","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/core/contracts.py"
"PYCLASS-BACKEND-APP-CORE-CONTRACTS-PY-MAINTAINTASKSTATUSDOMAININTENT-DB9ABF1A","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/core/contracts.py"
"PYCLASS-BACKEND-APP-CORE-CONTRACTS-PY-MEMORYRECORD-7FBFFA06","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/core/contracts.py"
"PYCLASS-BACKEND-APP-CORE-CONTRACTS-PY-MOTIVATIONOUTPUT-42815786","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/core/contracts.py"
"PYCLASS-BACKEND-APP-CORE-CONTRACTS-PY-NOOPDOMAININTENT-2F988518","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/core/contracts.py"
"PYCLASS-BACKEND-APP-CORE-CONTRACTS-PY-PERCEPTIONOUTPUT-0C5D0F62","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/core/contracts.py"
"PYCLASS-BACKEND-APP-CORE-CONTRACTS-PY-PLANNEDWORKRECORDOUTPUT-6DC68EA0","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/core/contracts.py"
"PYCLASS-BACKEND-APP-CORE-CONTRACTS-PY-PLANOUTPUT-6DD246D8","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/core/contracts.py"
"PYCLASS-BACKEND-APP-CORE-CONTRACTS-PY-PROACTIVEDECISIONOUTPUT-3DEAAF94","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/core/contracts.py"
"PYCLASS-BACKEND-APP-CORE-CONTRACTS-PY-PROACTIVEDELIVERYGUARDOUTPUT-252A56C0","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/core/contracts.py"
"PYCLASS-BACKEND-APP-CORE-CONTRACTS-PY-PROMOTEINFERREDGOALDOMAININTENT-C8A1E60B","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/core/contracts.py"
"PYCLASS-BACKEND-APP-CORE-CONTRACTS-PY-PROMOTEINFERREDTASKDOMAININTENT-B758E18E","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/core/contracts.py"
"PYCLASS-BACKEND-APP-CORE-CONTRACTS-PY-PROPOSALHANDOFFDECISIONOUTPUT-8A809716","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/core/contracts.py"
"PYCLASS-BACKEND-APP-CORE-CONTRACTS-PY-RESCHEDULEPLANNEDWORKITEMDOMAININ-13C315D0","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/core/contracts.py"
"PYCLASS-BACKEND-APP-CORE-CONTRACTS-PY-ROLEOUTPUT-35D78C27","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/core/contracts.py"
"PYCLASS-BACKEND-APP-CORE-CONTRACTS-PY-ROLESELECTIONEVIDENCEOUTPUT-8C68A828","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/core/contracts.py"
"PYCLASS-BACKEND-APP-CORE-CONTRACTS-PY-RUNTIMERESULT-D4159109","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/core/contracts.py"
"PYCLASS-BACKEND-APP-CORE-CONTRACTS-PY-RUNTIMESYSTEMDEBUGEVENTVIEW-BAD37C23","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/core/contracts.py"
"PYCLASS-BACKEND-APP-CORE-CONTRACTS-PY-RUNTIMESYSTEMDEBUGMEMORYBUNDLE-5F5401CA","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/core/contracts.py"
"PYCLASS-BACKEND-APP-CORE-CONTRACTS-PY-RUNTIMESYSTEMDEBUGOUTPUT-00A7A78A","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/core/contracts.py"
"PYCLASS-BACKEND-APP-CORE-CONTRACTS-PY-RUNTIMESYSTEMDEBUGPLANVIEW-5FBC729C","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/core/contracts.py"
"PYCLASS-BACKEND-APP-CORE-CONTRACTS-PY-SEMANTICRETRIEVALHIT-A886271D","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/core/contracts.py"
"PYCLASS-BACKEND-APP-CORE-CONTRACTS-PY-SEMANTICRETRIEVALQUERY-0C3E99DA","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/core/contracts.py"
"PYCLASS-BACKEND-APP-CORE-CONTRACTS-PY-SEMANTICRETRIEVALRESULT-DFC62BC3","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/core/contracts.py"
"PYCLASS-BACKEND-APP-CORE-CONTRACTS-PY-SKILLCAPABILITYOUTPUT-9085D50F","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/core/contracts.py"
"PYCLASS-BACKEND-APP-CORE-CONTRACTS-PY-SUBCONSCIOUSPROPOSALRECORD-A28A915C","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/core/contracts.py"
"PYCLASS-BACKEND-APP-CORE-CONTRACTS-PY-TASKRECORDOUTPUT-E51539CD","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/core/contracts.py"
"PYCLASS-BACKEND-APP-CORE-CONTRACTS-PY-TOOLGROUNDEDLEARNINGCANDIDATE-43C8264D","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/core/contracts.py"
"PYCLASS-BACKEND-APP-CORE-CONTRACTS-PY-UPDATECOLLABORATIONPREFERENCEDOMA-CC597725","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/core/contracts.py"
"PYCLASS-BACKEND-APP-CORE-CONTRACTS-PY-UPDATEPROACTIVEPREFERENCEDOMAININ-5F6013DC","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/core/contracts.py"
"PYCLASS-BACKEND-APP-CORE-CONTRACTS-PY-UPDATEPROACTIVESTATEDOMAININTENT-63286D90","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/core/contracts.py"
"PYCLASS-BACKEND-APP-CORE-CONTRACTS-PY-UPDATERESPONSESTYLEDOMAININTENT-EBA2FA4B","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/core/contracts.py"
"PYCLASS-BACKEND-APP-CORE-CONTRACTS-PY-UPDATETASKSTATUSDOMAININTENT-9D415F32","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/core/contracts.py"
"PYCLASS-BACKEND-APP-CORE-CONTRACTS-PY-UPSERTGOALDOMAININTENT-62728173","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/core/contracts.py"
"PYCLASS-BACKEND-APP-CORE-CONTRACTS-PY-UPSERTPLANNEDWORKITEMDOMAININTENT-B181B3CB","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/core/contracts.py"
"PYCLASS-BACKEND-APP-CORE-CONTRACTS-PY-UPSERTTASKDOMAININTENT-608BAFE5","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/core/contracts.py"
"PYCLASS-BACKEND-APP-CORE-CONTRACTS-PY-WEBBROWSERACCESSDOMAININTENT-D6029865","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/core/contracts.py"
"PYCLASS-BACKEND-APP-CORE-DATABASE-PY-DATABASE-D50029B5","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/core/database.py"
"PYCLASS-BACKEND-APP-CORE-DEBUG-COMPAT-PY-DEBUGQUERYCOMPATTELEMETRY-CEFFD9D7","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/core/debug_compat.py"
"PYCLASS-BACKEND-APP-CORE-GRAPH-ADAPTERS-PY-GRAPHSTAGEADAPTERS-611ED341","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/core/graph_adapters.py"
"PYCLASS-BACKEND-APP-CORE-GRAPH-STATE-PY-ATTENTIONINBOXITEMSTATE-41659B9C","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/core/graph_state.py"
"PYCLASS-BACKEND-APP-CORE-GRAPH-STATE-PY-EXTERNALCONNECTORCAPABILITYSTAT-02DA2DDC","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/core/graph_state.py"
"PYCLASS-BACKEND-APP-CORE-GRAPH-STATE-PY-EXTERNALCONNECTORPERMISSIONGATE-99811B54","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/core/graph_state.py"
"PYCLASS-BACKEND-APP-CORE-GRAPH-STATE-PY-GRAPHMEMORYSTATE-C1FEF227","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/core/graph_state.py"
"PYCLASS-BACKEND-APP-CORE-GRAPH-STATE-PY-GRAPHRUNTIMESTATE-70232F04","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/core/graph_state.py"
"PYCLASS-BACKEND-APP-CORE-GRAPH-STATE-PY-PROPOSALHANDOFFSTATE-31196872","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/core/graph_state.py"
"PYCLASS-BACKEND-APP-CORE-GRAPH-STATE-PY-SUBCONSCIOUSPROPOSALSTATE-6FBF53A8","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/core/graph_state.py"
"PYCLASS-BACKEND-APP-CORE-GRAPH-STATE-PY-TURNASSEMBLYSTATE-E5A98436","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/core/graph_state.py"
"PYCLASS-BACKEND-APP-CORE-LOGGING-PY-RUNTIMELOGCONTEXT-8129D5FC","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/core/logging.py"
"PYCLASS-BACKEND-APP-CORE-LOGGING-PY-RUNTIMESTAGELOGGER-1E60A2A4","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/core/logging.py"
"PYCLASS-BACKEND-APP-CORE-ROLE-SELECTION-POLICY-PY-ROLESELECTIONDECISION-A33C92C2","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/core/role_selection_policy.py"
"PYCLASS-BACKEND-APP-CORE-RUNTIME-GRAPH-PY-FOREGROUNDLANGGRAPHRUNNER-B7DF935F","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/core/runtime_graph.py"
"PYCLASS-BACKEND-APP-CORE-RUNTIME-PY-RUNTIMEORCHESTRATOR-71D27AA8","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/core/runtime.py"
"PYCLASS-BACKEND-APP-EXPRESSION-GENERATOR-PY-EXPRESSIONAGENT-C4F6A3BF","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/expression/generator.py"
"PYCLASS-BACKEND-APP-IDENTITY-SERVICE-PY-IDENTITYSERVICE-63ABBAFD","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/identity/service.py"
"PYCLASS-BACKEND-APP-INTEGRATIONS-CALENDAR-GOOGLE-CALENDAR-CLIENT-PY-GOO-2843E10D","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/integrations/calendar/google_calendar_client.py"
"PYCLASS-BACKEND-APP-INTEGRATIONS-CLOUD-DRIVE-GOOGLE-DRIVE-CLIENT-PY-GOO-F8EAB9FA","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/integrations/cloud_drive/google_drive_client.py"
"PYCLASS-BACKEND-APP-INTEGRATIONS-DELIVERY-ROUTER-PY-DELIVERYROUTER-BCE53CD6","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/integrations/delivery_router.py"
"PYCLASS-BACKEND-APP-INTEGRATIONS-DELIVERY-ROUTER-PY-TELEGRAMPREPAREDMES-05689705","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/integrations/delivery_router.py"
"PYCLASS-BACKEND-APP-INTEGRATIONS-KNOWLEDGE-SEARCH-DUCKDUCKGO-CLIENT-PY-1D969F1E","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/integrations/knowledge_search/duckduckgo_client.py"
"PYCLASS-BACKEND-APP-INTEGRATIONS-OPENAI-CLIENT-PY-OPENAICLIENT-F84B677C","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/integrations/openai/client.py"
"PYCLASS-BACKEND-APP-INTEGRATIONS-OPENAI-PROMPTING-PY-OPENAIPROMPTBUILDE-B395E346","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/integrations/openai/prompting.py"
"PYCLASS-BACKEND-APP-INTEGRATIONS-OPENAI-RESPONSE-BUDGET-PY-RESPONSEBUDG-5DB45965","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/integrations/openai/response_budget.py"
"PYCLASS-BACKEND-APP-INTEGRATIONS-OPENAI-RESPONSE-BUDGET-PY-RESPONSEBUDG-C234FB8D","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/integrations/openai/response_budget.py"
"PYCLASS-BACKEND-APP-INTEGRATIONS-TASK-SYSTEM-CLICKUP-CLIENT-PY-CLICKUPT-611970DB","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/integrations/task_system/clickup_client.py"
"PYCLASS-BACKEND-APP-INTEGRATIONS-TELEGRAM-CLIENT-PY-TELEGRAMCLIENT-F364C3EA","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/integrations/telegram/client.py"
"PYCLASS-BACKEND-APP-INTEGRATIONS-TELEGRAM-TELEMETRY-PY-TELEGRAMCHANNELT-BD87001E","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/integrations/telegram/telemetry.py"
"PYCLASS-BACKEND-APP-INTEGRATIONS-WEB-BROWSER-GENERIC-HTTP-CLIENT-PY-GEN-0BF7F773","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/integrations/web_browser/generic_http_client.py"
"PYCLASS-BACKEND-APP-MEMORY-MODELS-PY-AIONATTENTIONTURN-142910B2","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/memory/models.py"
"PYCLASS-BACKEND-APP-MEMORY-MODELS-PY-AIONAUTHSESSION-613611C3","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/memory/models.py"
"PYCLASS-BACKEND-APP-MEMORY-MODELS-PY-AIONAUTHUSER-265E4DE4","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/memory/models.py"
"PYCLASS-BACKEND-APP-MEMORY-MODELS-PY-AIONCONCLUSION-86AB3070","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/memory/models.py"
"PYCLASS-BACKEND-APP-MEMORY-MODELS-PY-AIONGOAL-F9941222","class","medium","implemented","implementation_evidence","5","node status is implemented","backend/app/memory/models.py"
